id	category	domain	seconds	trim_start	provider	creator	license	license_url	source_page	download_url
food_commercial_street	Noisy food commercial street	busy_city	42	140	Freesound via Openverse	lastraindrop	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/lastraindrop/sounds/720507	https://cdn.freesound.org/previews/720/720507_12768873-hq.mp3
mbale_boulevard	Mbale boulevard traffic and crowd	busy_city	44	70	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/407083	https://cdn.freesound.org/previews/407/407083_612689-hq.mp3
marrakesh_square	Jamaa El Fna Marrakesh	busy_city	46	50	Freesound via Openverse	blaukreuz	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/blaukreuz/sounds/520234	https://cdn.freesound.org/previews/520/520234_623488-hq.mp3
florence_city_walk	Florence city walk	busy_city	48	10	Freesound via Openverse	Jess_Weddle_6121	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Jess_Weddle_6121/sounds/695936	https://cdn.freesound.org/previews/695/695936_15107438-hq.mp3
new_year_pedestrian	New Year pedestrian street	busy_city	52	200	Freesound via Openverse	lastraindrop	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/lastraindrop/sounds/728160	https://cdn.freesound.org/previews/728/728160_12768873-hq.mp3
xichang_flea_market	Xichang Street flea market	busy_city	56	80	Freesound via Openverse	ilmari_freesound	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/ilmari_freesound/sounds/649271	https://cdn.freesound.org/previews/649/649271_12458758-hq.mp3
lightning_strike	Close lightning strike	storm_rain	10	2	Freesound via Openverse	Turrus	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Turrus/sounds/242048	https://cdn.freesound.org/previews/242/242048_1675125-hq.mp3
rain_thunder	Rain and thunder	storm_rain	12	3	Freesound via Openverse	Nimlos	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Nimlos/sounds/359151	https://cdn.freesound.org/previews/359/359151_4710044-hq.mp3
thunder_storm	Short thunder storm	storm_rain	14	1	Freesound via Openverse	beanogreen	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/beanogreen/sounds/613973	https://cdn.freesound.org/previews/613/613973_13583433-hq.mp3
distant_thunder	Long-distance thunder	storm_rain	16	10	Freesound via Openverse	richwise	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/richwise/sounds/361401	https://cdn.freesound.org/previews/361/361401_1481531-hq.mp3
single_thunder	Single thunder event	storm_rain	20	5	Freesound via Openverse	Fission9	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Fission9/sounds/465314	https://cdn.freesound.org/previews/465/465314_9395330-hq.mp3
lightning_field	Lightning field recording	storm_rain	24	15	Freesound via Openverse	wjoojoo	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/wjoojoo/sounds/248121	https://cdn.freesound.org/previews/248/248121_93137-hq.mp3
heavy_rain_thunder	Thunderstorm with heavy rain	storm_rain	28	20	Freesound via Openverse	Audeption	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Audeption/sounds/425174	https://cdn.freesound.org/previews/425/425174_8323418-hq.mp3
may_thunderstorm	May thunderstorm	storm_rain	32	30	Freesound via Openverse	Ionizing	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Ionizing/sounds/19283	https://cdn.freesound.org/previews/19/19283_59536-hq.mp3
rain_storm	Sustained rain storm	storm_rain	36	10	Freesound via Openverse	Ali@k	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Ali@k/sounds/128907	https://cdn.freesound.org/previews/128/128907_202371-hq.mp3
heavy_rain_a	Heavy rain recording A	storm_rain	40	10	Freesound via Openverse	jmbphilmes	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/jmbphilmes/sounds/200270	https://cdn.freesound.org/previews/200/200270_2322692-hq.mp3
heavy_rain_b	Heavy rain recording B	storm_rain	42	10	Freesound via Openverse	Kinoton	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Kinoton/sounds/393560	https://cdn.freesound.org/previews/393/393560_2247456-hq.mp3
thunder_rolls	Rolling thunder	storm_rain	44	10	Freesound via Openverse	klangfabrik	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/klangfabrik/sounds/461013	https://cdn.freesound.org/previews/461/461013_181941-hq.mp3
clear_storm	Loud clear storm	storm_rain	46	10	Freesound via Openverse	courter	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/courter/sounds/448253	https://cdn.freesound.org/previews/448/448253_1224849-hq.mp3
long_thunderstorm	Long thunderstorm	storm_rain	48	10	Freesound via Openverse	chrscrwfrd18	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/chrscrwfrd18/sounds/157002	https://cdn.freesound.org/previews/157/157002_2394175-hq.mp3
full_thunderstorm	Full thunderstorm	storm_rain	52	120	Freesound via Openverse	SpeedY	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/SpeedY/sounds/17055	https://cdn.freesound.org/previews/17/17055_6479-hq.mp3
lightning_recording	Long lightning recording	storm_rain	56	200	Freesound via Openverse	AVstudent	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/AVstudent/sounds/344993	https://cdn.freesound.org/previews/344/344993_5610899-hq.mp3
sad_violin	Sad violin and orchestra	slow_instrument	10	3	Freesound via Openverse	Cunningar0807	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Cunningar0807/sounds/394288	https://cdn.freesound.org/previews/394/394288_5442183-hq.mp3
sad_huqin	Slow huqin phrase	slow_instrument	12	4	Freesound via Openverse	merkahz	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/merkahz/sounds/372072	https://cdn.freesound.org/previews/372/372072_6936160-hq.mp3
warm_evening	Warm evening instrumental	slow_instrument	20	10	Freesound via Openverse	Andrewkn	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Andrewkn/sounds/404460	https://cdn.freesound.org/previews/404/404460_7038073-hq.mp3
long_ride_back	Long ride back instrumental	slow_instrument	24	10	Freesound via Openverse	szegvari	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/szegvari/sounds/612645	https://cdn.freesound.org/previews/612/612645_2282212-hq.mp3
peaceful_ambiance	Peaceful ambiance theme	slow_instrument	26	10	Freesound via Openverse	tyballer92	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/tyballer92/sounds/449812	https://cdn.freesound.org/previews/449/449812_1696610-hq.mp3
cinematic_piano	Cinematic piano soundscape	slow_instrument	28	10	Freesound via Openverse	ThisPlaceAgain	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/ThisPlaceAgain/sounds/402698	https://cdn.freesound.org/previews/402/402698_7130877-hq.mp3
solar_fi	Solar-fi music experiment	slow_instrument	30	10	Freesound via Openverse	unfa	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/unfa/sounds/209315	https://cdn.freesound.org/previews/209/209315_1038806-hq.mp3
peaceful_fantasy	Peaceful fantasy music	slow_instrument	34	10	Freesound via Openverse	szegvari	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/szegvari/sounds/555205	https://cdn.freesound.org/previews/555/555205_2282212-hq.mp3
night_relax	Night-relax instrumental	slow_instrument	36	10	Freesound via Openverse	szegvari	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/szegvari/sounds/608731	https://cdn.freesound.org/previews/608/608731_2282212-hq.mp3
gentle_piano	Gentle piano music	slow_instrument	40	10	Freesound via Openverse	AngeloRizzo	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/AngeloRizzo/sounds/717150	https://cdn.freesound.org/previews/717/717150_11962990-hq.mp3
ambient_guitar	Long ambient guitar	slow_instrument	42	10	Freesound via Openverse	Seth_Makes_Sounds	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Seth_Makes_Sounds/sounds/685302	https://cdn.freesound.org/previews/685/685302_13228046-hq.mp3
spiritual_ambient	Spiritual ambient music	slow_instrument	44	10	Freesound via Openverse	MusicByMisterbates	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/MusicByMisterbates/sounds/603711	https://cdn.freesound.org/previews/603/603711_3968818-hq.mp3
ambient_india	Ambient India	slow_instrument	46	10	Freesound via Openverse	iskweldog	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/iskweldog/sounds/216060	https://cdn.freesound.org/previews/216/216060_2250170-hq.mp3
ambient_voyager	Ambient Voyager	slow_instrument	48	10	Freesound via Openverse	Romariogrande	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Romariogrande/sounds/639495	https://cdn.freesound.org/previews/639/639495_3663903-hq.mp3
drumland_ambient	Drumland ambient instrumental	slow_instrument	52	10	Freesound via Openverse	outerandeventhorizon	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/outerandeventhorizon/sounds/488808	https://cdn.freesound.org/previews/488/488808_8897454-hq.mp3
mante_ambient_remix	Mante ambient remix	slow_instrument	56	10	Freesound via Openverse	eardeer	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/eardeer/sounds/416494	https://cdn.freesound.org/previews/416/416494_2155630-hq.mp3
