id	category	domain	seconds	trim_start	provider	creator	license	license_url	source_page	download_url
bowling_short	Bowling alley action	bowling_alley	8	10	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/453774	https://cdn.freesound.org/previews/453/453774_612689-hq.mp3
bowling_room_long	Bowling alley room	bowling_alley	30	30	Freesound via Openverse	moviebuffgavin	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/moviebuffgavin/sounds/398078	https://cdn.freesound.org/previews/398/398078_6028322-hq.mp3
arcade_walkaround_short	Arcade walkaround	amusement_arcade	12	10	Freesound via Openverse	nickmaysoundmusic	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/nickmaysoundmusic/sounds/460119	https://cdn.freesound.org/previews/460/460119_1287465-hq.mp3
super_arcade_long	Large amusement arcade	amusement_arcade	30	10	Freesound via Openverse	whereareyousimon	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/whereareyousimon/sounds/534489	https://cdn.freesound.org/previews/534/534489_510689-hq.mp3
pachinko_short	Akasaka pachinko floor	casino_floor	12	5	Freesound via Openverse	markystar	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/markystar/sounds/79088	https://cdn.freesound.org/previews/79/79088_384438-hq.mp3
casino_floor_long	Casino floor machinery	casino_floor	30	10	Freesound via Openverse	martialway47	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/martialway47/sounds/259719	https://cdn.freesound.org/previews/259/259719_3256671-hq.mp3
transformer_short	One-hundred-hertz transformer	electrical_substation	8	1	Freesound via Openverse	chungus43A	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/chungus43A/sounds/721813	https://cdn.freesound.org/previews/721/721813_12024110-hq.mp3
substation_room_long	Electrical substation room	electrical_substation	30	10	Freesound via Openverse	nicotep	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/nicotep/sounds/547900	https://cdn.freesound.org/previews/547/547900_7529214-hq.mp3
washer_coins_short	Loading coins into washer	laundromat	12	5	Freesound via Openverse	PostProdDog	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/PostProdDog/sounds/537809	https://cdn.freesound.org/previews/537/537809_6911631-hq.mp3
laundrette_long	Laundrette machine ambience	laundromat	30	10	Freesound via Openverse	Ubehag	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/Ubehag/sounds/235350	https://cdn.freesound.org/previews/235/235350_3839046-hq.mp3
printing_rhythm_short	Rhythmic printing press	printing_press	8	2	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/637767	https://cdn.freesound.org/previews/637/637767_612689-hq.mp3
printing_hall_long	Printing-press rear hall	printing_press	30	100	Freesound via Openverse	blaukreuz	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/blaukreuz/sounds/440124	https://cdn.freesound.org/previews/440/440124_623488-hq.mp3
metal_grinder_short	Grinder on metal	metalworking	10	1	Freesound via Openverse	shelbyshark	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/shelbyshark/sounds/501172	https://cdn.freesound.org/previews/501/501172_8644110-hq.mp3
metal_workshop_long	Quebec metal workshop machinery	metalworking	30	100	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/635608	https://cdn.freesound.org/previews/635/635608_612689-hq.mp3
ren_faire_short	Renaissance fair crowd	street_festival	12	10	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/451445	https://cdn.freesound.org/previews/451/451445_612689-hq.mp3
tropical_carnival_long	Tropical street carnival	street_festival	30	1	Freesound via Openverse	craigsmith	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/craigsmith/sounds/675015	https://cdn.freesound.org/previews/675/675015_2524442-hq.mp3
protest_fx_short	Protest chant field recording	protest_march	12	5	Freesound via Openverse	fredzed	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/fredzed/sounds/321577	https://cdn.freesound.org/previews/321/321577_2279089-hq.mp3
climate_strike_long	Climate-strike march	protest_march	30	30	Freesound via Openverse	InspectorJ	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/InspectorJ/sounds/485621	https://cdn.freesound.org/previews/485/485621_5121236-hq.mp3
male_choir_short	Male choir tuning chords	choir_rehearsal	12	0	Freesound via Openverse	adharca	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/adharca/sounds/319253	https://cdn.freesound.org/previews/319/319253_4366671-hq.mp3
choir_notes_long	Choir random rehearsal notes	choir_rehearsal	30	1	Freesound via Openverse	f-r-a-g-i-l-e	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/f-r-a-g-i-l-e/sounds/679479	https://cdn.freesound.org/previews/679/679479_8466114-hq.mp3
shortwave_noise_short	Shortwave radio noise	shortwave_radio	8	2	Freesound via Openverse	zmobie	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/zmobie/sounds/257880	https://cdn.freesound.org/previews/257/257880_3262745-hq.mp3
shortwave_tones_long	Shortwave static and tones	shortwave_radio	30	20	Freesound via Openverse	nakkivene66	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/nakkivene66/sounds/583364	https://cdn.freesound.org/previews/583/583364_6985703-hq.mp3
