id	category	domain	seconds	trim_start	provider	creator	license	license_url	source_page	download_url
casino_ambience	Casino machinery ambience	casino_floor	52	10	Freesound via Openverse	markystar	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/markystar/sounds/79087	https://cdn.freesound.org/previews/79/79087_384438-hq.mp3
transformer_buzz	Electrical transformer buzz	electrical_substation	20	5	Freesound via Openverse	logant547	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/logant547/sounds/677736	https://cdn.freesound.org/previews/677/677736_14767014-hq.mp3
substation_hum	Electrical substation hum	electrical_substation	56	10	Freesound via Openverse	ID_23	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/ID_23/sounds/680647	https://cdn.freesound.org/previews/680/680647_2582565-hq.mp3
laundromat_coin_sorter	Laundromat coin-sorting machine	laundromat	24	10	Freesound via Openverse	PostProdDog	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/PostProdDog/sounds/537812	https://cdn.freesound.org/previews/537/537812_6911631-hq.mp3
laundromat_ambience	Laundromat washer ambience	laundromat	52	40	Freesound via Openverse	ruthdt98	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/ruthdt98/sounds/408307	https://cdn.freesound.org/previews/408/408307_7118579-hq.mp3
printing_press_room	Printing press room	printing_press	24	5	Freesound via Openverse	mr101986	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/mr101986/sounds/94713	https://cdn.freesound.org/previews/94/94713_1123351-hq.mp3
heidelberg_letterpress	Heidelberg letterpress	printing_press	54	10	Freesound via Openverse	DisasterServices	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/DisasterServices/sounds/252793	https://cdn.freesound.org/previews/252/252793_3873802-hq.mp3
metal_workshop_short	Metal workshop machinery	metalworking	26	10	Freesound via Openverse	ivolipa	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/ivolipa/sounds/337100	https://cdn.freesound.org/previews/337/337100_3474310-hq.mp3
metal_workshop_quebec	Quebec metal workshop	metalworking	56	100	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/635604	https://cdn.freesound.org/previews/635/635604_612689-hq.mp3
ren_faire_ambient	Renaissance fair ambience	street_festival	22	10	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/629886	https://cdn.freesound.org/previews/629/629886_612689-hq.mp3
sinulog_festival	Sinulog street festival	street_festival	52	10	Freesound via Openverse	kyles	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/kyles/sounds/629881	https://cdn.freesound.org/previews/629/629881_612689-hq.mp3
protest_chant	Unprocessed protest chant	protest_march	10	1	Freesound via Openverse	fredzed	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/fredzed/sounds/321578	https://cdn.freesound.org/previews/321/321578_2279089-hq.mp3
taxi_protest	Distant taxi protest	protest_march	54	50	Freesound via Openverse	dnlburnett	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/dnlburnett/sounds/360758	https://cdn.freesound.org/previews/360/360758_5658680-hq.mp3
before_choir_rehearsal	Before a choir rehearsal	choir_rehearsal	24	10	Freesound via Openverse	felix.blume	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/felix.blume/sounds/411659	https://cdn.freesound.org/previews/411/411659_1661766-hq.mp3
choir_single_notes	Chamber choir single notes	choir_rehearsal	48	10	Freesound via Openverse	NigelNormal	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/NigelNormal/sounds/343790	https://cdn.freesound.org/previews/343/343790_5159233-hq.mp3
shortwave_static_beeps	Shortwave static and beeps	shortwave_radio	24	10	Freesound via Openverse	nakkivene66	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/nakkivene66/sounds/583363	https://cdn.freesound.org/previews/583/583363_6985703-hq.mp3
shortwave_static_six	Shortwave radio static six	shortwave_radio	52	1	Freesound via Openverse	NebulousRoyale	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	https://freesound.org/people/NebulousRoyale/sounds/343740	https://cdn.freesound.org/previews/343/343740_2695787-hq.mp3
